Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,order-npnb,Manipulation: Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,target,A,B,C,E,F,ShowProgressBar,D
27,1701062757383,27/11/2023 05:25:57,1701062756397,11,27/11/2023 16:25:56,49896,13,task-mowt,,33234302,1850401,9838402,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x695,,,,Baseline - ICARRavensMatrix,2,CDBEAFHG,Spreadsheet1,Spreadsheet1,12,1,1,Screen 1,advancementZone,continue_button,2858.60000000149,,,,0,,,,,,,,end,,,,,,,,,
28,1701062757652,27/11/2023 05:25:57,1701062756400,11,27/11/2023 16:25:56,49896,13,task-mowt,,33234302,1850401,9838402,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x695,,,,Baseline - ICARRavensMatrix,2,CDBEAFHG,Spreadsheet1,,,END TASK,,,,,540291,,,,,,,,,,,,,,,,,,,,,
1,1701125430696,27/11/2023 22:50:30,1701125456471,11,28/11/2023 09:50:56,49896,13,task-mowt,,33259672,1851101,9838404,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Baseline - ICARRavensMatrix,2,DECFBGAH,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1701125471369,27/11/2023 22:51:11,1701125497180,11,28/11/2023 09:51:37,49896,13,task-mowt,,33259672,1851101,9838404,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Baseline - ICARRavensMatrix,2,DECFBGAH,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,40669.40000000037,,,,0,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
3,1701125471789,27/11/2023 22:51:11,1701125497615,11,28/11/2023 09:51:37,49896,13,task-mowt,,33259672,1851101,9838404,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Baseline - ICARRavensMatrix,2,DECFBGAH,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,fixation,fixation,449.59999999999854,,,,0,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
4,1701125529718,27/11/2023 22:52:09,1701125555546,11,28/11/2023 09:52:35,49896,13,task-mowt,,33259672,1851101,9838404,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Baseline - ICARRavensMatrix,2,DECFBGAH,Spreadsheet1,Spreadsheet1,1,1,3,Screen 3,buttonD,response_button_image,57917.799999999814,,,ICAR43_D.png,1,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
5,1701125530159,27/11/2023 22:52:10,1701125555979,11,28/11/2023 09:52:35,49896,13,task-mowt,,33259672,1851101,9838404,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Baseline - ICARRavensMatrix,2,DECFBGAH,Spreadsheet1,Spreadsheet1,1,1,4,Screen 4,fixation,fixation,449.45700000000943,,,,0,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
6,1701125535713,27/11/2023 22:52:15,1701125561533,11,28/11/2023 09:52:41,49896,13,task-mowt,,33259672,1851101,9838404,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Baseline - ICARRavensMatrix,2,DECFBGAH,Spreadsheet1,Spreadsheet1,1,1,5,Screen 5,advancementZone,continue_button,5549.0999999996275,,,,0,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
7,1701125663647,27/11/2023 22:54:23,1701125688647,11,28/11/2023 09:54:48,49896,13,task-mowt,,33259672,1851101,9838404,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Baseline - ICARRavensMatrix,2,DECFBGAH,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,buttonC,response_button_image,127095.79999999981,,,ICAR44_C.png,1,,,,,,,,matrices,C,ICAR44.png,ICAR44_A.png,ICAR44_B.png,ICAR44_C.png,ICAR44_E.png,ICAR44_F.png,1,ICAR44_D.png
8,1701125663919,27/11/2023 22:54:23,1701125689081,11,28/11/2023 09:54:49,49896,13,task-mowt,,33259672,1851101,9838404,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Baseline - ICARRavensMatrix,2,DECFBGAH,Spreadsheet1,Spreadsheet1,2,1,2,Screen 2,fixation,fixation,449.65299999999115,,,,0,,,,,,,,matrices,C,ICAR44.png,ICAR44_A.png,ICAR44_B.png,ICAR44_C.png,ICAR44_E.png,ICAR44_F.png,1,ICAR44_D.png
9,1701125718005,27/11/2023 22:55:18,1701125743836,11,28/11/2023 09:55:43,49896,13,task-mowt,,33259672,1851101,9838404,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Baseline - ICARRavensMatrix,2,DECFBGAH,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,buttonC,response_button_image,54739,,,ICAR45_C.png,1,,,,,,,,matrices,E,ICAR45.png,ICAR45_A.png,ICAR45_B.png,ICAR45_C.png,ICAR45_E.png,ICAR45_F.png,1,ICAR45_D.png
10,1701125718453,27/11/2023 22:55:18,1701125744282,11,28/11/2023 09:55:44,49896,13,task-mowt,,33259672,1851101,9838404,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Baseline - ICARRavensMatrix,2,DECFBGAH,Spreadsheet1,Spreadsheet1,3,2,2,Screen 2,fixation,fixation,449.25800000003073,,,,0,,,,,,,,matrices,E,ICAR45.png,ICAR45_A.png,ICAR45_B.png,ICAR45_C.png,ICAR45_E.png,ICAR45_F.png,1,ICAR45_D.png
11,1701125775677,27/11/2023 22:56:15,1701125801506,11,28/11/2023 09:56:41,49896,13,task-mowt,,33259672,1851101,9838404,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Baseline - ICARRavensMatrix,2,DECFBGAH,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,buttonA,response_button_image,57211.700000000186,,,ICAR46_A.png,1,,,,,,,,matrices,B,ICAR46.png,ICAR46_A.png,ICAR46_B.png,ICAR46_C.png,ICAR46_E.png,ICAR46_F.png,1,ICAR46_D.png
12,1701125776115,27/11/2023 22:56:16,1701125801948,11,28/11/2023 09:56:41,49896,13,task-mowt,,33259672,1851101,9838404,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Baseline - ICARRavensMatrix,2,DECFBGAH,Spreadsheet1,Spreadsheet1,4,3,2,Screen 2,fixation,fixation,449.51600000000326,,,,0,,,,,,,,matrices,B,ICAR46.png,ICAR46_A.png,ICAR46_B.png,ICAR46_C.png,ICAR46_E.png,ICAR46_F.png,1,ICAR46_D.png
13,1701125881478,27/11/2023 22:58:01,1701125906500,11,28/11/2023 09:58:26,49896,13,task-mowt,,33259672,1851101,9838404,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Baseline - ICARRavensMatrix,2,DECFBGAH,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,buttonD,response_button_image,104534.90000000037,,,ICAR47_D.png,1,,,,,,,,matrices,B,ICAR47.png,ICAR47_A.png,ICAR47_B.png,ICAR47_C.png,ICAR47_E.png,ICAR47_F.png,1,ICAR47_D.png
14,1701125881784,27/11/2023 22:58:01,1701125906940,11,28/11/2023 09:58:26,49896,13,task-mowt,,33259672,1851101,9838404,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Baseline - ICARRavensMatrix,2,DECFBGAH,Spreadsheet1,Spreadsheet1,5,4,2,Screen 2,fixation,fixation,449.58800000004703,,,,0,,,,,,,,matrices,B,ICAR47.png,ICAR47_A.png,ICAR47_B.png,ICAR47_C.png,ICAR47_E.png,ICAR47_F.png,1,ICAR47_D.png
15,1701125982406,27/11/2023 22:59:42,1701126008248,11,28/11/2023 10:00:08,49896,13,task-mowt,,33259672,1851101,9838404,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Baseline - ICARRavensMatrix,2,DECFBGAH,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,Zone1,response_button_image,101296.79999999981,,,ICAR48_E.png,1,,,,,,,,matrices,D,ICAR48.png,ICAR48_A.png,ICAR48_B.png,ICAR48_C.png,ICAR48_E.png,ICAR48_F.png,1,ICAR48_D.png
16,1701125982864,27/11/2023 22:59:42,1701126008684,11,28/11/2023 10:00:08,49896,13,task-mowt,,33259672,1851101,9838404,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Baseline - ICARRavensMatrix,2,DECFBGAH,Spreadsheet1,Spreadsheet1,6,5,2,Screen 2,fixation,fixation,449.7610000000568,,,,0,,,,,,,,matrices,D,ICAR48.png,ICAR48_A.png,ICAR48_B.png,ICAR48_C.png,ICAR48_E.png,ICAR48_F.png,1,ICAR48_D.png
17,1701126221400,27/11/2023 23:03:41,1701126246408,11,28/11/2023 10:04:06,49896,13,task-mowt,,33259672,1851101,9838404,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Baseline - ICARRavensMatrix,2,DECFBGAH,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,Zone1,response_button_image,237711.7999999998,,,ICAR50_E.png,1,,,,,,,,matrices,E,ICAR50.png,ICAR50_A.png,ICAR50_B.png,ICAR50_C.png,ICAR50_E.png,ICAR50_F.png,1,ICAR50_D.png
18,1701126221763,27/11/2023 23:03:41,1701126246843,11,28/11/2023 10:04:06,49896,13,task-mowt,,33259672,1851101,9838404,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Baseline - ICARRavensMatrix,2,DECFBGAH,Spreadsheet1,Spreadsheet1,7,6,2,Screen 2,fixation,fixation,449.7860000000801,,,,0,,,,,,,,matrices,E,ICAR50.png,ICAR50_A.png,ICAR50_B.png,ICAR50_C.png,ICAR50_E.png,ICAR50_F.png,1,ICAR50_D.png
19,1701126287137,27/11/2023 23:04:47,1701126312975,11,28/11/2023 10:05:12,49896,13,task-mowt,,33259672,1851101,9838404,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Baseline - ICARRavensMatrix,2,DECFBGAH,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,buttonC,response_button_image,66118.09999999963,,,ICAR53_C.png,1,,,,,,,,matrices,C,ICAR53.png,ICAR53_A.png,ICAR53_B.png,ICAR53_C.png,ICAR53_E.png,ICAR53_F.png,1,ICAR53_D.png
20,1701126287579,27/11/2023 23:04:47,1701126313418,11,28/11/2023 10:05:13,49896,13,task-mowt,,33259672,1851101,9838404,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Baseline - ICARRavensMatrix,2,DECFBGAH,Spreadsheet1,Spreadsheet1,8,7,2,Screen 2,fixation,fixation,449.6959999999963,,,,0,,,,,,,,matrices,C,ICAR53.png,ICAR53_A.png,ICAR53_B.png,ICAR53_C.png,ICAR53_E.png,ICAR53_F.png,1,ICAR53_D.png
21,1701126332966,27/11/2023 23:05:32,1701126358812,11,28/11/2023 10:05:58,49896,13,task-mowt,,33259672,1851101,9838404,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Baseline - ICARRavensMatrix,2,DECFBGAH,Spreadsheet1,Spreadsheet1,9,8,1,Screen 1,buttonA,response_button_image,45378.799999999814,,,ICAR54_A.png,1,,,,,,,,matrices,A,ICAR54.png,ICAR54_A.png,ICAR54_B.png,ICAR54_C.png,ICAR54_E.png,ICAR54_F.png,1,ICAR54_D.png
22,1701126333427,27/11/2023 23:05:33,1701126359261,11,28/11/2023 10:05:59,49896,13,task-mowt,,33259672,1851101,9838404,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Baseline - ICARRavensMatrix,2,DECFBGAH,Spreadsheet1,Spreadsheet1,9,8,2,Screen 2,fixation,fixation,449.61699999996927,,,,0,,,,,,,,matrices,A,ICAR54.png,ICAR54_A.png,ICAR54_B.png,ICAR54_C.png,ICAR54_E.png,ICAR54_F.png,1,ICAR54_D.png
23,1701126530510,27/11/2023 23:08:50,1701126555560,11,28/11/2023 10:09:15,49896,13,task-mowt,,33259672,1851101,9838404,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Baseline - ICARRavensMatrix,2,DECFBGAH,Spreadsheet1,Spreadsheet1,10,9,1,Screen 1,Zone2,response_button_image,196280.30000000075,,,ICAR55_F.png,1,,,,,,,,matrices,D,ICAR55.png,ICAR55_A.png,ICAR55_B.png,ICAR55_C.png,ICAR55_E.png,ICAR55_F.png,1,ICAR55_D.png
24,1701126530808,27/11/2023 23:08:50,1701126555988,11,28/11/2023 10:09:15,49896,13,task-mowt,,33259672,1851101,9838404,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Baseline - ICARRavensMatrix,2,DECFBGAH,Spreadsheet1,Spreadsheet1,10,9,2,Screen 2,fixation,fixation,449.53799999994226,,,,0,,,,,,,,matrices,D,ICAR55.png,ICAR55_A.png,ICAR55_B.png,ICAR55_C.png,ICAR55_E.png,ICAR55_F.png,1,ICAR55_D.png
25,1701126599931,27/11/2023 23:09:59,1701126625764,11,28/11/2023 10:10:25,49896,13,task-mowt,,33259672,1851101,9838404,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Baseline - ICARRavensMatrix,2,DECFBGAH,Spreadsheet1,Spreadsheet1,11,10,1,Screen 1,buttonA,response_button_image,69769.20000000019,,,ICAR56_A.png,1,,,,,,,,matrices,E,ICAR56.png,ICAR56_A.png,ICAR56_B.png,ICAR56_C.png,ICAR56_E.png,ICAR56_F.png,1,ICAR56_D.png
26,1701126600373,27/11/2023 23:10:00,1701126626211,11,28/11/2023 10:10:26,49896,13,task-mowt,,33259672,1851101,9838404,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Baseline - ICARRavensMatrix,2,DECFBGAH,Spreadsheet1,Spreadsheet1,11,10,2,Screen 2,fixation,fixation,449.4450000000652,,,,0,,,,,,,,matrices,E,ICAR56.png,ICAR56_A.png,ICAR56_B.png,ICAR56_C.png,ICAR56_E.png,ICAR56_F.png,1,ICAR56_D.png
27,1701126605064,27/11/2023 23:10:05,1701126630902,11,28/11/2023 10:10:30,49896,13,task-mowt,,33259672,1851101,9838404,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Baseline - ICARRavensMatrix,2,DECFBGAH,Spreadsheet1,Spreadsheet1,12,1,1,Screen 1,advancementZone,continue_button,4681.799999999814,,,,0,,,,,,,,end,,,,,,,,,
28,1701126605622,27/11/2023 23:10:05,1701126630904,11,28/11/2023 10:10:30,49896,13,task-mowt,,33259672,1851101,9838404,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Baseline - ICARRavensMatrix,2,DECFBGAH,Spreadsheet1,,,END TASK,,,,,1174433,,,,,,,,,,,,,,,,,,,,,
1,1701126161400,27/11/2023 23:02:41,1701126161248,11,28/11/2023 10:02:41,49896,13,task-mowt,,33259834,2050101,9838400,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x695,,,,Baseline - ICARRavensMatrix,2,EFDGCHBA,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1701126191247,27/11/2023 23:03:11,1701126191146,11,28/11/2023 10:03:11,49896,13,task-mowt,,33259834,2050101,9838400,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x695,,,,Baseline - ICARRavensMatrix,2,EFDGCHBA,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,28156.900000000373,,,,0,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
3,1701126191791,27/11/2023 23:03:11,1701126191577,11,28/11/2023 10:03:11,49896,13,task-mowt,,33259834,2050101,9838400,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x695,,,,Baseline - ICARRavensMatrix,2,EFDGCHBA,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,fixation,fixation,449.6859999999979,,,,0,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
4,1701126223581,27/11/2023 23:03:43,1701126223462,11,28/11/2023 10:03:43,49896,13,task-mowt,,33259834,2050101,9838400,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x695,,,,Baseline - ICARRavensMatrix,2,EFDGCHBA,Spreadsheet1,Spreadsheet1,1,1,3,Screen 3,buttonD,response_button_image,31866.700000000186,,,ICAR43_D.png,1,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
5,1701126224002,27/11/2023 23:03:44,1701126223899,11,28/11/2023 10:03:43,49896,13,task-mowt,,33259834,2050101,9838400,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x695,,,,Baseline - ICARRavensMatrix,2,EFDGCHBA,Spreadsheet1,Spreadsheet1,1,1,4,Screen 4,fixation,fixation,449.7569999999978,,,,0,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
6,1701126226506,27/11/2023 23:03:46,1701126226398,11,28/11/2023 10:03:46,49896,13,task-mowt,,33259834,2050101,9838400,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x695,,,,Baseline - ICARRavensMatrix,2,EFDGCHBA,Spreadsheet1,Spreadsheet1,1,1,5,Screen 5,advancementZone,continue_button,2494,,,,0,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
7,1701126247875,27/11/2023 23:04:07,1701126247770,11,28/11/2023 10:04:07,49896,13,task-mowt,,33259834,2050101,9838400,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x695,,,,Baseline - ICARRavensMatrix,2,EFDGCHBA,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,buttonC,response_button_image,21349.60000000056,,,ICAR44_C.png,1,,,,,,,,matrices,C,ICAR44.png,ICAR44_A.png,ICAR44_B.png,ICAR44_C.png,ICAR44_E.png,ICAR44_F.png,1,ICAR44_D.png
8,1701126248321,27/11/2023 23:04:08,1701126248211,11,28/11/2023 10:04:08,49896,13,task-mowt,,33259834,2050101,9838400,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x695,,,,Baseline - ICARRavensMatrix,2,EFDGCHBA,Spreadsheet1,Spreadsheet1,2,1,2,Screen 2,fixation,fixation,449.4609999999957,,,,0,,,,,,,,matrices,C,ICAR44.png,ICAR44_A.png,ICAR44_B.png,ICAR44_C.png,ICAR44_E.png,ICAR44_F.png,1,ICAR44_D.png
9,1701126269029,27/11/2023 23:04:29,1701126268929,11,28/11/2023 10:04:28,49896,13,task-mowt,,33259834,2050101,9838400,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x695,,,,Baseline - ICARRavensMatrix,2,EFDGCHBA,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,response_button_image,20696.89999999944,,,ICAR45_E.png,1,,,,,,,,matrices,E,ICAR45.png,ICAR45_A.png,ICAR45_B.png,ICAR45_C.png,ICAR45_E.png,ICAR45_F.png,1,ICAR45_D.png
10,1701126269485,27/11/2023 23:04:29,1701126269376,11,28/11/2023 10:04:29,49896,13,task-mowt,,33259834,2050101,9838400,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x695,,,,Baseline - ICARRavensMatrix,2,EFDGCHBA,Spreadsheet1,Spreadsheet1,3,2,2,Screen 2,fixation,fixation,449.7390000000014,,,,0,,,,,,,,matrices,E,ICAR45.png,ICAR45_A.png,ICAR45_B.png,ICAR45_C.png,ICAR45_E.png,ICAR45_F.png,1,ICAR45_D.png
11,1701126289852,27/11/2023 23:04:49,1701126289749,11,28/11/2023 10:04:49,49896,13,task-mowt,,33259834,2050101,9838400,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x695,,,,Baseline - ICARRavensMatrix,2,EFDGCHBA,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,buttonB,response_button_image,20348.5,,,ICAR46_B.png,1,,,,,,,,matrices,B,ICAR46.png,ICAR46_A.png,ICAR46_B.png,ICAR46_C.png,ICAR46_E.png,ICAR46_F.png,1,ICAR46_D.png
12,1701126290290,27/11/2023 23:04:50,1701126290191,11,28/11/2023 10:04:50,49896,13,task-mowt,,33259834,2050101,9838400,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x695,,,,Baseline - ICARRavensMatrix,2,EFDGCHBA,Spreadsheet1,Spreadsheet1,4,3,2,Screen 2,fixation,fixation,449.6000000000058,,,,0,,,,,,,,matrices,B,ICAR46.png,ICAR46_A.png,ICAR46_B.png,ICAR46_C.png,ICAR46_E.png,ICAR46_F.png,1,ICAR46_D.png
13,1701126334817,27/11/2023 23:05:34,1701126334709,11,28/11/2023 10:05:34,49896,13,task-mowt,,33259834,2050101,9838400,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x695,,,,Baseline - ICARRavensMatrix,2,EFDGCHBA,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,buttonD,response_button_image,44499.60000000056,,,ICAR47_D.png,1,,,,,,,,matrices,B,ICAR47.png,ICAR47_A.png,ICAR47_B.png,ICAR47_C.png,ICAR47_E.png,ICAR47_F.png,1,ICAR47_D.png
14,1701126335249,27/11/2023 23:05:35,1701126335151,11,28/11/2023 10:05:35,49896,13,task-mowt,,33259834,2050101,9838400,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x695,,,,Baseline - ICARRavensMatrix,2,EFDGCHBA,Spreadsheet1,Spreadsheet1,5,4,2,Screen 2,fixation,fixation,449.625,,,,0,,,,,,,,matrices,B,ICAR47.png,ICAR47_A.png,ICAR47_B.png,ICAR47_C.png,ICAR47_E.png,ICAR47_F.png,1,ICAR47_D.png
15,1701126391298,27/11/2023 23:06:31,1701126391187,11,28/11/2023 10:06:31,49896,13,task-mowt,,33259834,2050101,9838400,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x695,,,,Baseline - ICARRavensMatrix,2,EFDGCHBA,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,buttonD,response_button_image,56018,,,ICAR48_D.png,1,,,,,,,,matrices,D,ICAR48.png,ICAR48_A.png,ICAR48_B.png,ICAR48_C.png,ICAR48_E.png,ICAR48_F.png,1,ICAR48_D.png
16,1701126391730,27/11/2023 23:06:31,1701126391619,11,28/11/2023 10:06:31,49896,13,task-mowt,,33259834,2050101,9838400,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x695,,,,Baseline - ICARRavensMatrix,2,EFDGCHBA,Spreadsheet1,Spreadsheet1,6,5,2,Screen 2,fixation,fixation,449.4530000000086,,,,0,,,,,,,,matrices,D,ICAR48.png,ICAR48_A.png,ICAR48_B.png,ICAR48_C.png,ICAR48_E.png,ICAR48_F.png,1,ICAR48_D.png
17,1701126449970,27/11/2023 23:07:29,1701126449855,11,28/11/2023 10:07:29,49896,13,task-mowt,,33259834,2050101,9838400,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x695,,,,Baseline - ICARRavensMatrix,2,EFDGCHBA,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,Zone2,response_button_image,58213.799999999814,,,ICAR50_F.png,1,,,,,,,,matrices,E,ICAR50.png,ICAR50_A.png,ICAR50_B.png,ICAR50_C.png,ICAR50_E.png,ICAR50_F.png,1,ICAR50_D.png
18,1701126450404,27/11/2023 23:07:30,1701126450300,11,28/11/2023 10:07:30,49896,13,task-mowt,,33259834,2050101,9838400,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x695,,,,Baseline - ICARRavensMatrix,2,EFDGCHBA,Spreadsheet1,Spreadsheet1,7,6,2,Screen 2,fixation,fixation,449.81400000001304,,,,0,,,,,,,,matrices,E,ICAR50.png,ICAR50_A.png,ICAR50_B.png,ICAR50_C.png,ICAR50_E.png,ICAR50_F.png,1,ICAR50_D.png
19,1701126502472,27/11/2023 23:08:22,1701126502361,11,28/11/2023 10:08:22,49896,13,task-mowt,,33259834,2050101,9838400,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x695,,,,Baseline - ICARRavensMatrix,2,EFDGCHBA,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,Zone2,response_button_image,52040.200000000186,,,ICAR53_F.png,1,,,,,,,,matrices,C,ICAR53.png,ICAR53_A.png,ICAR53_B.png,ICAR53_C.png,ICAR53_E.png,ICAR53_F.png,1,ICAR53_D.png
20,1701126502907,27/11/2023 23:08:22,1701126502805,11,28/11/2023 10:08:22,49896,13,task-mowt,,33259834,2050101,9838400,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x695,,,,Baseline - ICARRavensMatrix,2,EFDGCHBA,Spreadsheet1,Spreadsheet1,8,7,2,Screen 2,fixation,fixation,449.40200000000186,,,,0,,,,,,,,matrices,C,ICAR53.png,ICAR53_A.png,ICAR53_B.png,ICAR53_C.png,ICAR53_E.png,ICAR53_F.png,1,ICAR53_D.png
